Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
01:00:00,0.000000E+00,3.819673E+04,0.000000E+00,2.246284E+00,0.000000E+00,1.449127E+05,0.000000E+00,8.522544E+00,3.974716E+05,1.286240E+05,2.061917E+01,7.572443E+00
02:00:00,0.000000E+00,4.055818E+04,0.000000E+00,2.385489E+00,0.000000E+00,1.541408E+05,0.000000E+00,9.067530E+00,8.287492E+04,2.001138E+05,3.327382E+00,1.191814E+01
03:00:00,0.000000E+00,4.146807E+04,0.000000E+00,2.439486E+00,0.000000E+00,1.614606E+05,0.000000E+00,9.501272E+00,1.783259E+05,2.495774E+05,7.191126E+00,1.469713E+01
04:00:00,0.000000E+00,4.183062E+04,0.000000E+00,2.461471E+00,0.000000E+00,1.677403E+05,0.000000E+00,9.873779E+00,2.076846E+05,2.741143E+05,8.330170E+00,1.613921E+01
05:00:00,0.000000E+00,4.177791E+04,0.000000E+00,2.458578E+00,0.000000E+00,1.734061E+05,0.000000E+00,1.020794E+01,2.336765E+05,2.909894E+05,9.368954E+00,1.713362E+01
06:00:00,0.000000E+00,5.118131E+04,0.000000E+00,3.012317E+00,0.000000E+00,1.865288E+05,0.000000E+00,1.098087E+01,2.481713E+05,3.182778E+05,9.949279E+00,1.874057E+01
07:00:00,0.000000E+00,6.517513E+04,0.000000E+00,3.837197E+00,0.000000E+00,2.078045E+05,0.000000E+00,1.223408E+01,2.571414E+05,3.608584E+05,1.030825E+01,2.124842E+01
08:00:00,0.000000E+00,8.052501E+04,0.000000E+00,4.744830E+00,1.917170E+03,2.278606E+05,7.719396E-02,1.341572E+01,2.628451E+05,4.075343E+05,1.053629E+01,2.399828E+01
09:00:00,6.034213E+04,1.826424E+05,2.639836E+00,1.204739E+01,1.422132E+05,4.087213E+05,6.084270E+00,2.757061E+01,4.224127E+05,6.571362E+05,1.856930E+01,4.460787E+01
10:00:00,1.481832E+05,3.282268E+05,7.223845E+00,2.704060E+01,2.240607E+05,6.135040E+05,1.109195E+01,5.108725E+01,5.856909E+05,8.675096E+05,2.944179E+01,7.241554E+01
11:00:00,6.781342E+04,2.286822E+05,3.520462E+00,2.017305E+01,1.948511E+05,5.469239E+05,1.011435E+01,4.823823E+01,4.605903E+05,7.384327E+05,2.390195E+01,6.514223E+01
12:00:00,9.108421E+04,2.278197E+05,4.728481E+00,2.010398E+01,2.179913E+05,5.485775E+05,1.131306E+01,4.839732E+01,4.667616E+05,7.315981E+05,2.421250E+01,6.456245E+01
13:00:00,7.669120E+04,2.148718E+05,3.981256E+00,1.895968E+01,1.996820E+05,5.247495E+05,1.036289E+01,4.629564E+01,4.467215E+05,7.143312E+05,2.316912E+01,6.304707E+01
14:00:00,7.546254E+04,2.228069E+05,3.917514E+00,1.965699E+01,1.922666E+05,5.186829E+05,9.979229E+00,4.576026E+01,4.369404E+05,7.136630E+05,2.266063E+01,6.299293E+01
15:00:00,7.484584E+04,2.326986E+05,3.885513E+00,2.053145E+01,1.858376E+05,5.157478E+05,9.646032E+00,4.550287E+01,4.293494E+05,7.138213E+05,2.226608E+01,6.301041E+01
16:00:00,7.450691E+04,2.392791E+05,3.867924E+00,2.111390E+01,1.800370E+05,5.120882E+05,9.345050E+00,4.518082E+01,4.230453E+05,7.074691E+05,2.193881E+01,6.245106E+01
17:00:00,7.430976E+04,2.407333E+05,3.857692E+00,2.124233E+01,1.747661E+05,5.062284E+05,9.071445E+00,4.466386E+01,4.177983E+05,6.956099E+05,2.166661E+01,6.140421E+01
18:00:00,7.419148E+04,2.342484E+05,3.851554E+00,2.066931E+01,1.699476E+05,4.953445E+05,8.821328E+00,4.370343E+01,4.134280E+05,6.747894E+05,2.143991E+01,5.956593E+01
19:00:00,7.412015E+04,2.166133E+05,3.847853E+00,1.911242E+01,1.655259E+05,4.762278E+05,8.591811E+00,4.201663E+01,4.098167E+05,6.380749E+05,2.125254E+01,5.632442E+01
20:00:00,7.407618E+04,1.888268E+05,3.845571E+00,1.666007E+01,1.614542E+05,4.495692E+05,8.380467E+00,3.966430E+01,4.067829E+05,5.932051E+05,2.109511E+01,5.236254E+01
21:00:00,7.404898E+04,1.760571E+05,3.844160E+00,1.553282E+01,1.577103E+05,4.335822E+05,8.186132E+00,3.825348E+01,4.042312E+05,5.661249E+05,2.096271E+01,4.997117E+01
22:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.203698E+04,0.000000E+00,5.418126E+00,4.030292E+05,5.456365E+05,2.091428E+01,4.812230E+01
23:00:00,0.000000E+00,4.364756E+03,0.000000E+00,2.570868E-01,0.000000E+00,1.023725E+05,0.000000E+00,6.035488E+00,4.007505E+05,5.301802E+05,2.079595E+01,4.676522E+01
24:00:00,0.000000E+00,2.459921E+04,0.000000E+00,1.463586E+00,0.000000E+00,1.264307E+05,0.000000E+00,7.442189E+00,3.988319E+05,5.165307E+05,2.069289E+01,4.557041E+01
Peak,1.481832E+05,3.282268E+05,7.223845E+00,2.704060E+01,2.240607E+05,6.135040E+05,1.109195E+01,5.108725E+01,5.856909E+05,8.675096E+05,2.944179E+01,7.241554E+01

Peak Vol Flow (m3/s),,,6.153582E+00,2.303434E+01,,,9.448599E+00,4.351831E+01,,,2.507978E+01,6.168667E+01
